ID,Date,Game,Description,Genre,Rating,Rating Notes,Screen Links
0,1/4/21,Fortnite,"The hunt is on in Fortnite Chapter 2 - Season 5: Zero Point. Join Agent Jones as he enlists the greatest Hunters across Realities like The Mandalorian to stop others from escaping the loop. Battle for honor in an ancient arena, take on bounties from new characters, and try out new Exotic weapons that pack a punch. Your targets are waiting. Join the Hunt.

Fortnite is the completely free multiplayer game where you and your friends can jump into Battle Royale or Fortnite Creative. Download now for FREE and jump into the action.","['\u202aAction & adventure\u202c', '\u202aOther\u202c', '\u202aShooter\u202c', '\u202aSimulation\u202c', '\u202aStrategy\u202c']","Rating Board ESRB, TEEN. Rated For ages 13 and up.","['Violence', '\nUsers Interact\nIn-Game Purchases\n', '\nOnline Interactions Not Rated by the ESRB\n']","['//store-images.s-microsoft.com/image/apps.29621.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.cf0ad6b4-6774-4484-9760-e99fb8c9a20e?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.38090.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.788cb344-8643-45d6-97e3-6ebb22f1d4f7?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.33065.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.986c5501-a10a-4dd9-9bd8-72cee4c92dbc?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.55947.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.adf590cd-249b-42de-8e0a-7f1e7b2ed332?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.34203.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.c909f7de-9935-44b8-839b-f604a2e95d65?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.64594.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.72f9e0a6-1348-42e6-b654-9b5c2ca66508?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.32876.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.40d94a2e-2cb0-4817-8264-8b96d59dc640?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.28523.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.658472ec-2442-4cb5-a8bb-18873cbb61f9?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.36894.70702278257994163.958bb3bc-e151-4401-a360-075b4cb46da9.9b8ccb68-cf24-4e23-ae96-d2e66ba84d0b?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
1,1/4/21,Call of Duty®: Modern Warfare®,"Experience the ultimate online playground with a visceral campaign and thrilling multiplayer modes, or squad up and drop into Warzone - the new game mode within Modern Warfare® that is free for everyone.",['\u202aShooter\u202c'],"Rating Board ESRB, MATURE 17+. Rated For ages 17 and up.","['Blood and Gore, Suggestive Themes, Use of Drugs, Strong Language, Violence', '\nUsers Interact\nIn-Game Purchases\n']","['//store-images.s-microsoft.com/image/apps.11647.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.47fd5935-9fdb-43a0-9726-4d35e96a9f16?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.21318.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.82c06e08-847f-485c-8f32-35d071f119a4?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.40790.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.c64b94de-1c42-4771-a898-d5b7f6e594ce?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.26688.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.8483645c-b1f3-4856-a863-6a880a304b60?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.34669.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.1df283a0-fe6d-4584-a0c1-5727f93965eb?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.43585.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.3bce667d-6dc5-45c6-a2e0-4c277024d46b?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.3193.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.0bec5ead-5edd-45b6-bef8-9bba0a1c5244?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.50638.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.82b88ab9-6049-4208-b470-9ee5fe843160?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.41304.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.7eaf689f-7211-4cd1-a8c6-df9d49e5167a?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.23400.67185831113154542.6b9c43e9-6edb-4dde-93cb-8c1d16bb284c.bc0a2b10-6943-4cff-a66b-0ac2bec58ee8?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.20717.67185831113154542.b21a4854-a857-41cf-983a-039eba42f274.08095c95-990a-445d-8976-63bf9c4e57a8?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.53060.67185831113154542.b21a4854-a857-41cf-983a-039eba42f274.22a7052a-55a3-4dc2-811f-badc099c04b7?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.51324.67185831113154542.b21a4854-a857-41cf-983a-039eba42f274.da05ac29-1549-4f73-9491-41087fe09d69?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.3036.67185831113154542.b21a4854-a857-41cf-983a-039eba42f274.5a0e3769-183d-4791-aff0-afaeae652772?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.54991.67185831113154542.b21a4854-a857-41cf-983a-039eba42f274.0b9a7d70-7e27-42af-8535-42460a34f040?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.26624.67185831113154542.b21a4854-a857-41cf-983a-039eba42f274.4bfb0a25-0fab-4bf1-946f-488e8d8a6a21?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.48650.67185831113154542.b21a4854-a857-41cf-983a-039eba42f274.5d0d8e93-80f1-4ccc-aa31-d38b32a188fb?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.25908.67185831113154542.823e899c-d262-40a0-91f6-eee04bdc3713.ce6950bb-bb08-4c20-8653-711aed1e91a2?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.14998.67185831113154542.823e899c-d262-40a0-91f6-eee04bdc3713.a8d8160b-bf9f-41c3-b0de-48f1626d8949?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.35522.67185831113154542.823e899c-d262-40a0-91f6-eee04bdc3713.b25c8579-9be4-4e5e-a60d-5792f4f9ffaf?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.9941.67185831113154542.db6b9d82-f45f-41f1-94c6-b2c0dcd63ae2.184f4fe7-7780-4012-97de-67ec8b80223b?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.43351.67185831113154542.db6b9d82-f45f-41f1-94c6-b2c0dcd63ae2.1c778473-743c-42f8-bfa8-1e9b6e3d4ab0?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.3553.67185831113154542.db6b9d82-f45f-41f1-94c6-b2c0dcd63ae2.6fa69052-c392-4b4a-8fc8-5c2b49159006?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
2,1/4/21,Grand Theft Auto V,"When a young street hustler, a retired bank robber and a terrifying psychopath find themselves entangled with some of the most frightening and deranged elements of the criminal underworld, the U.S. government and the entertainment industry, they must pull off a series of dangerous heists to survive in a ruthless city in which they can trust nobody, least of all each other.",['\u202aAction & adventure\u202c'],"Rating Board ESRB, MATURE 17+. Rated For ages 17 and up.","['Nudity, Use of Alcohol, Blood and Gore, Strong Sexual Content, Use of Drugs, Strong Language, Intense Violence', '\nOnline Interactions Not Rated by the ESRB\n']","['//store-images.s-microsoft.com/image/apps.2499.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.095d516a-f787-4d3c-8dee-bb92b388b190?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.2499.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.095d516a-f787-4d3c-8dee-bb92b388b190?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.52182.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.0226b0f3-27d9-438e-bc44-76921ee9beee?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.42374.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.6c930589-2365-4248-b2fb-c12b68fee224?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.53045.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.b0fc9521-3c26-4d46-91a3-6a49919674a5?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.18345.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.03a8b471-ebc7-4a1c-a152-0c7e275c2f58?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.12183.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.62a3d88d-162b-46db-b11e-f6594f90a89d?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.22937.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.217e525e-b19f-4b3b-8e2a-bdec3bacd369?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.35295.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.d10ff5e4-561d-4539-946b-1a69092d5b22?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.16906.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.3eacb260-8396-47ee-8c63-750addb467d6?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.35295.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.d10ff5e4-561d-4539-946b-1a69092d5b22?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.17623.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.411c7f64-6382-4128-95d9-89196afe4cde?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.12183.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.62a3d88d-162b-46db-b11e-f6594f90a89d?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.42374.68565266983380288.0f5ef871-88c0-45f7-b108-6aacbc041fcf.6c930589-2365-4248-b2fb-c12b68fee224?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
3,1/4/21,Rocket League®,"PLAY ROCKET LEAGUE FOR FREE!

Download and compete in the high-octane hybrid of arcade-style soccer and vehicular mayhem! Unlock items in Rocket Pass, climb the Competitive Ranks, compete in Competitive Tournaments, complete Challenges, enjoy cross-platform progression and more! The field is waiting. Take your shot! ",['\u202aSports\u202c'],"Rating Board ESRB, EVERYONE. Rated For all ages.",['\nUsers Interact\nIn-Game Purchases\n'],"['//store-images.s-microsoft.com/image/apps.47526.65187692735347017.3d32d87d-f47c-4bf5-8209-9601a69dc00f.82fe567e-7d85-431d-bdf9-353a7bf87630?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.39036.65187692735347017.3d32d87d-f47c-4bf5-8209-9601a69dc00f.8c5d7bc1-35d3-433c-81e9-200d3a2707f1?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.22934.65187692735347017.3d32d87d-f47c-4bf5-8209-9601a69dc00f.d4a3d65c-fd2c-4c80-8058-99007341050a?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.45746.65187692735347017.3d32d87d-f47c-4bf5-8209-9601a69dc00f.9ac721db-b078-458d-b51f-e600d617fbc6?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.52616.65187692735347017.3d32d87d-f47c-4bf5-8209-9601a69dc00f.19892591-ebff-492b-bf1d-73740ac5f1fb?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.12130.65187692735347017.3d32d87d-f47c-4bf5-8209-9601a69dc00f.4c09c760-0277-492e-8093-edadbe9749bd?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
4,1/4/21,Tom Clancy's Rainbow Six Siege,"Squad up and breach in to explosive 5v5 PVP action. Tom Clancy's Rainbow Six® Siege features a huge roster of specialized operators, each with game-changing gadgets to help you lead your team to victory. Command an arsenal of gadgets to secure the win: Set traps, fly drones, track footsteps, see through walls, and more! Lead your teammates to victory in intense, fast-paced PVP matches across a wide variety of destructible arenas. Join a massive online community of over 45 million players as you fight for supremacy. An ever-expanding universe of Operators, gadgets, items, and events – updated all year long.",['\u202aShooter\u202c'],"Rating Board ESRB, MATURE 17+. Rated For ages 17 and up.","['Blood, Drug Reference, Strong Language, Violence', '\nUsers Interact\n']","['//store-images.s-microsoft.com/image/apps.29845.65170969132831011.67cfb94f-d04c-48e0-b079-642de0129c6b.f296462d-2d39-4cee-9c59-94b3001434f6?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.61194.65170969132831011.67cfb94f-d04c-48e0-b079-642de0129c6b.e5af822a-6126-4ecb-8301-b1b576e449a1?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.20513.65170969132831011.67cfb94f-d04c-48e0-b079-642de0129c6b.0758d513-bc0c-4096-95c7-c3969ce1e886?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.36655.65170969132831011.67cfb94f-d04c-48e0-b079-642de0129c6b.9ed55611-6d06-445a-9e1c-75aa36d677ce?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.4831.65170969132831011.67cfb94f-d04c-48e0-b079-642de0129c6b.fbdea37d-390d-4c76-86a3-7cfb2b6c6f6a?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.19633.65170969132831011.67cfb94f-d04c-48e0-b079-642de0129c6b.e696d385-b60d-4eaa-a126-9ff8536b340b?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
5,1/4/21,Minecraft,"Explore randomly generated worlds and build amazing things from the simplest of homes to the grandest of castles. Play in creative mode with unlimited resources or mine deep into the world in survival mode, crafting weapons and armor to fend off the dangerous mobs.","['\u202aAction & adventure\u202c', '\u202aFamily & kids\u202c']","Rating Board ESRB, EVERYONE 10+. Rated For ages 10 and up.","['Fantasy Violence', '\nOnline Interactions Not Rated by the ESRB\n', 'With free regular game updates, creating with Minecraft is always fresh and exciting every time you play. Updates may include new mobs, items, blocks, status effects, and more.', 'Mini games are a fun way to challenge your friends in split screen or online. Discover new ways to play Minecraft with the Mini games included in the game updates.', 'For one low monthly price, Xbox Game Pass members get access to play over 100 great games, including Xbox exclusives.\u202f Not a member yet?\n', 'Create and explore your very own world where the only limit is what you can imagine—just be sure to build a shelter before night comes to keep yourself safe from monsters.', 'Explore randomly generated worlds and construct all sorts of structures—from the simplest homes to palatial castles.']","['//store-images.s-microsoft.com/image/apps.59196.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.b33dda93-0785-430a-baa3-457a49000be7?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.40856.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.929aceff-f030-4ce6-811d-288805df4a75?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.22886.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.1e9c267b-083a-4f0f-9000-b74d249c4e9b?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.2227.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.dc16e07f-73e4-4b57-905f-fffb8e653801?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.4255.13510798887677013.65f3b64b-9386-47cd-8246-20b0f8b4dfa4.4717a7e5-bff8-4925-843a-ecf669e0c44a?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.32274.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.85895670-e7c5-40a5-aca4-3e99e77fc477?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.54343.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.9c601212-f8dc-4df2-8ff2-5327f3c88901?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.55010.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.487933a3-19f0-411e-8b52-63b803449c44?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.1593.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.ac33c3a6-1990-4d00-a4d7-d20a5038eaaf?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.26110.13510798887677013.1b437a69-c5a3-4242-bb52-36a28c29c74f.1fa99883-6afc-4469-86b2-9e3a2c98b8ab?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
6,1/4/21,NBA 2K21,"NBA 2K21 is the latest title in the world-renowned, best-selling NBA 2K series, delivering an industry-leading sports video game experience on Xbox One.
 
 With extensive improvements upon its best-in-class graphics and gameplay, competitive and community online features, and deep, varied game modes, NBA 2K21 offers one-of-a-kind immersion into all facets of NBA basketball and culture - where Everything is Game.",['\u202aSports\u202c'],"Rating Board ESRB, EVERYONE. Rated For all ages.",['\nUsers Interact\nIn-Game Purchases (Includes Random Items)\n'],"['//store-images.s-microsoft.com/image/apps.13256.14522552561148096.1d7d161c-f904-4160-b763-beb06a2a4bb9.760735f6-dce1-4477-b156-380cad26810e?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.10836.14522552561148096.1d7d161c-f904-4160-b763-beb06a2a4bb9.f0f9bc47-407f-4ebd-8127-1c6ef286c0fb?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.7622.14522552561148096.1d7d161c-f904-4160-b763-beb06a2a4bb9.d10f0e69-a43d-412b-99f5-92101832ac91?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.60900.14522552561148096.1d7d161c-f904-4160-b763-beb06a2a4bb9.06d9ae18-4203-4994-8806-bef1a14eacc8?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.2032.14522552561148096.1d7d161c-f904-4160-b763-beb06a2a4bb9.77dc1597-1aa1-4b3d-906a-d022045fb36f?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.7004.14522552561148096.1d7d161c-f904-4160-b763-beb06a2a4bb9.53ee779a-e960-4ddc-b2bb-940aa0bda87c?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
7,1/4/21,Apex Legends™,"Conquer with character in Apex Legends, a free-to-play* Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse Legends, deep tactical squad play, and bold new innovations in the next evolution of Battle Royale.",['\u202aShooter\u202c'],"Rating Board ESRB, TEEN. Rated For ages 13 and up.","['Blood, Violence', '\nUsers Interact\nIn-Game Purchases (Includes Random Items)\n', '\nOnline Interactions Not Rated by the ESRB\n']","['//store-images.s-microsoft.com/image/apps.64399.13940859121878593.3a29c940-c00a-4324-96b7-a34c07725ece.0dd38d12-5c61-4b50-b743-9066d6cd5273?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.11325.13940859121878593.3a29c940-c00a-4324-96b7-a34c07725ece.e70428e4-59eb-4f65-9e49-81deccd9f7d3?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.17042.13940859121878593.3a29c940-c00a-4324-96b7-a34c07725ece.a9dffc73-2b0c-4313-b888-6245ca8bb546?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.31070.13940859121878593.3a29c940-c00a-4324-96b7-a34c07725ece.96bf667a-8917-4293-88d3-0bce880199f9?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.35797.13940859121878593.3a29c940-c00a-4324-96b7-a34c07725ece.7d66320e-59e7-4a50-9fd7-4aeda1aa1461?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.52585.13940859121878593.3a29c940-c00a-4324-96b7-a34c07725ece.06339767-592f-49fe-8254-a1a462c4a7eb?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.40128.13940859121878593.3a29c940-c00a-4324-96b7-a34c07725ece.d79de483-8cd6-4fe2-8ec8-d8114c012aba?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.4552.13940859121878593.3a29c940-c00a-4324-96b7-a34c07725ece.78dcd39a-4345-44f6-8faa-65e543600570?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
8,1/4/21,ROBLOX,"Roblox is the ultimate virtual universe that lets you play, create, and be anything you can imagine. Join millions of players and discover an infinite variety of immersive worlds created by a global community! 
 
Already have an account? Log in with your existing Roblox account and play now!
 
Create your own worlds for FREE: roblox.com/develop","['\u202aAction & adventure\u202c', '\u202aFamily & kids\u202c', '\u202aOther\u202c', '\u202aRacing & flying\u202c', '\u202aSimulation\u202c', '\u202aStrategy\u202c']","Rating Board ESRB, EVERYONE 10+. Rated For ages 10 and up.","['Fantasy Violence', '\nUsers Interact\nIn-Game Purchases\n']","['//store-images.s-microsoft.com/image/apps.56297.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.1b0e8b45-e370-4435-bcff-38c3fdde91e2?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.16867.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.64d8773d-7cf7-4121-8384-91fa597132d8?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.33075.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.88fa22de-23f0-47ec-be68-53087db99f4f?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.21285.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.c433df35-ea5e-44b2-acc4-49660ee7e45c?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.21241.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.2b770ea2-ba98-45bf-85f0-799b95805c8c?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.47160.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.2ee69be2-aa06-489e-9de2-98216e4aaad9?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.7293.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.9a74040e-d1d4-4708-a584-6017f9f6fc0e?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.3421.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.23b668a4-a9da-4827-a0d5-f7c1aa7a3fd7?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.25509.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.7d833c01-6f94-46ea-aa3b-a707b16b16fb?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg', '//store-images.s-microsoft.com/image/apps.25509.68327322396008232.cecbd628-e555-490e-bac8-cf751cb8520b.7d833c01-6f94-46ea-aa3b-a707b16b16fb?w=672&h=378&q=80&mode=letterbox&background=%23FFE4E4E4&format=jpg']"
